,Train Acc,Train Loss1,Train Loss2,Train Loss
28,0.9375,0.3047019302845001,0.16534482836723327,0.4700467616319656
29,0.940625,0.3029514245688915,0.1595783680677414,0.4625297889113426
30,0.940625,0.27703125178813937,0.15513937771320344,0.43217062801122663
31,0.9453125,0.2897095732390881,0.15499736033380032,0.44470693320035937
32,0.953125,0.273522624373436,0.1595478143543005,0.43307044059038163
33,0.9609375,0.2557153254747391,0.1574573241174221,0.413172647356987
34,0.9515625,0.25659546367824076,0.15639814250171186,0.4129936099052429
35,0.9484375,0.26019185706973075,0.15327284410595893,0.41346470415592196
36,0.95625,0.24201988484710454,0.15189641639590262,0.39391630291938784
37,0.9578125,0.23530887067317963,0.14422493018209934,0.37953380197286607
38,0.9515625,0.25971015021204946,0.13968657106161117,0.3993967264890671
39,0.96875,0.21803884580731392,0.1449789520353079,0.3630177929997444
40,0.946875,0.25782263055443766,0.14316181987524032,0.4009844481945038
41,0.9765625,0.1987855087965727,0.14095292054116726,0.339738430082798
42,0.9671875,0.23164505623281,0.14048166573047638,0.3721267208456993
43,0.959375,0.22595821209251882,0.1416255086660385,0.3675837188959122
44,0.9578125,0.22209124602377414,0.13390941955149174,0.3560006648302078
45,0.9625,0.22863406278192996,0.13542929999530315,0.36406336426734925
46,0.953125,0.23195194974541664,0.12671209461987018,0.3586640484631062
47,0.9609375,0.22158203311264515,0.13012912645936012,0.35171115919947626
48,0.9734375,0.18099771961569786,0.1307738196104765,0.31177153885364534
49,0.9609375,0.20581138469278812,0.12700516767799855,0.3328165575861931
50,0.959375,0.2195233877748251,0.12753274515271187,0.3470561310648918
51,0.959375,0.18119461089372635,0.1305178914219141,0.3117125019431114
52,0.959375,0.2164076052606106,0.1294545616954565,0.3458621665835381
53,0.9625,0.20202061533927917,0.13042601197957993,0.33244662880897524
54,0.96875,0.18195182494819165,0.12236760929226875,0.30431943461298944
55,0.9625,0.18020536080002786,0.12969446182250977,0.3098998233675957
56,0.9890625,0.15027292855083943,0.12370314970612525,0.2739760778844357
57,0.965625,0.20431671999394893,0.1259678415954113,0.33028455898165704
58,0.96875,0.19112928695976733,0.12224443331360817,0.3133737206459045
59,0.9609375,0.1883621860295534,0.12224295809864998,0.3106051430106163
60,0.9734375,0.17876479513943194,0.12067636735737323,0.2994411662220955
61,0.9609375,0.19895721599459648,0.11523828878998757,0.3141955055296421
62,0.9734375,0.1712725955992937,0.1211625587195158,0.29243515282869337
63,0.9734375,0.16965996213257312,0.11986434571444989,0.2895243063569069
64,0.965625,0.16256241202354432,0.11942618228495121,0.2819885954260826
65,0.9515625,0.21382154524326324,0.11398350857198239,0.32780505493283274
66,0.9796875,0.17470699958503247,0.1176640085875988,0.29237100929021836
67,0.975,0.15501015149056913,0.11584507375955581,0.27085522264242173
68,0.9703125,0.16626369580626488,0.11797893419861794,0.28424262776970866
69,0.9640625,0.1683573393151164,0.11382538191974163,0.28218271881341933
70,0.9828125,0.1443744942545891,0.11362967230379581,0.2580041654407978
71,0.9625,0.17480839937925338,0.10845415629446506,0.2832625567913055
72,0.98125,0.14006271697580813,0.10859643518924714,0.2486591510474682
73,0.9828125,0.15001494884490968,0.10750675722956657,0.25752170458436013
74,0.978125,0.15129266474395991,0.1068954698741436,0.25818813368678095
75,0.9765625,0.17011712975800036,0.10719134323298932,0.2773084692656994
76,0.9703125,0.16021588165313005,0.10851367712020873,0.2687295600771904
77,0.96875,0.17772938162088395,0.10760842785239219,0.28533780872821807
78,0.9859375,0.11794543154537677,0.11025265865027904,0.22819809168577193
79,0.9796875,0.1309064058586955,0.10698225125670432,0.2378886580467224
80,0.971875,0.1521343857049942,0.109043899923563,0.2611782841384411
81,0.9734375,0.15278298519551753,0.10422451086342335,0.2570074938237667
82,0.9640625,0.1766117449849844,0.10096978843212127,0.2775815352797508
83,0.9796875,0.12982440292835234,0.10515238679945468,0.2349767878651619
84,0.978125,0.14640649557113647,0.10448937825858592,0.25089587196707724
85,0.98125,0.12804112453013658,0.10735077112913131,0.23539189547300338
86,0.9828125,0.14920372385531663,0.10074976086616516,0.24995348304510118
87,0.9734375,0.1473471399396658,0.10033388063311577,0.24768102169036865
88,0.984375,0.14295048639178276,0.0983640931546688,0.2413145810365677
89,0.98125,0.12698345873504877,0.10310096107423306,0.23008441925048828
90,0.98125,0.1407676490023732,0.0985324889421463,0.239300137758255
91,0.98125,0.1382381569594145,0.09337381683290005,0.2316119760274887
92,0.98125,0.14408138673752546,0.10059291571378708,0.24467430487275124
93,0.978125,0.14985295720398426,0.0953906700015068,0.24524362608790398
94,0.9859375,0.1158566702157259,0.10043317638337612,0.21628984659910203
95,0.984375,0.12745186872780323,0.09890713430941105,0.22635900378227233
96,0.984375,0.12760558295994998,0.09657285325229167,0.22417843639850615
97,0.9859375,0.10687693543732166,0.096127063408494,0.20300400108098984
98,0.9796875,0.13422084078192711,0.09680786952376366,0.23102871254086493
99,0.98125,0.12550271525979043,0.09307104796171188,0.21857376098632814
